Open,CLose,High,Low,Volume,Time
3.051000999999999840e+04,3.065031000000000131e+04,3.050200000000000000e+04,3.058449000000000160e+04,1.834454610000000002e+03,1.687626000000000000e+12
3.058450000000000000e+04,3.070936000000000058e+04,3.057000000000000000e+04,3.063838000000000102e+04,1.184333699999999908e+03,1.687629600000000000e+12
3.063838999999999942e+04,3.067950999999999840e+04,3.059883000000000175e+04,3.062784000000000015e+04,6.253956799999999703e+02,1.687633200000000000e+12
3.062784000000000015e+04,3.062784999999999854e+04,3.048415999999999985e+04,3.050756000000000131e+04,8.035720199999999522e+02,1.687636800000000000e+12
3.050756000000000131e+04,3.057440000000000146e+04,3.040895000000000073e+04,3.051377999999999884e+04,1.066668730000000096e+03,1.687640400000000000e+12
3.051377999999999884e+04,3.054416999999999825e+04,3.047650000000000000e+04,3.051533000000000175e+04,1.129223490000000083e+03,1.687644000000000000e+12
3.051533000000000175e+04,3.057000000000000000e+04,3.048570000000000073e+04,3.052743000000000029e+04,8.368662900000000491e+02,1.687647600000000000e+12
3.052743999999999869e+04,3.058200000000000000e+04,3.046540999999999985e+04,3.051322999999999956e+04,7.883325200000000450e+02,1.687651200000000000e+12
3.051324000000000160e+04,3.062400000000000000e+04,3.046747000000000116e+04,3.059852000000000044e+04,7.056172800000000507e+02,1.687654800000000000e+12
3.059852000000000044e+04,3.068615999999999985e+04,3.059200000000000000e+04,3.062129999999999927e+04,8.178113799999999856e+02,1.687658400000000000e+12
3.062129999999999927e+04,3.078368000000000029e+04,3.061975999999999840e+04,3.074845999999999913e+04,1.226465099999999893e+03,1.687662000000000000e+12
3.074845999999999913e+04,3.104600999999999840e+04,3.074845999999999913e+04,3.089065999999999985e+04,3.602560059999999794e+03,1.687665600000000000e+12
3.089065000000000146e+04,3.095034000000000015e+04,3.082927999999999884e+04,3.085856000000000131e+04,1.393622820000000047e+03,1.687669200000000000e+12
3.085854999999999927e+04,3.098590999999999985e+04,3.075200000000000000e+04,3.087265999999999985e+04,1.962445099999999911e+03,1.687672800000000000e+12
3.087265999999999985e+04,3.087758000000000175e+04,3.066686999999999898e+04,3.072377999999999884e+04,1.559946539999999914e+03,1.687676400000000000e+12
3.072377999999999884e+04,3.076170000000000073e+04,3.066666999999999825e+04,3.073593000000000029e+04,9.545778400000000374e+02,1.687680000000000000e+12
3.073591999999999825e+04,3.073593000000000029e+04,3.058800000000000000e+04,3.068399000000000160e+04,1.184455719999999928e+03,1.687683600000000000e+12
3.068399000000000160e+04,3.069279000000000087e+04,3.058450999999999840e+04,3.062127000000000044e+04,9.340877100000000155e+02,1.687687200000000000e+12
3.062127999999999884e+04,3.074000000000000000e+04,3.059000000000000000e+04,3.071602999999999884e+04,8.497788699999999835e+02,1.687690800000000000e+12
3.071602999999999884e+04,3.073979999999999927e+04,3.063088999999999942e+04,3.066940000000000146e+04,8.410048100000000204e+02,1.687694400000000000e+12
3.066938999999999942e+04,3.068875999999999840e+04,3.051568000000000029e+04,3.067650000000000000e+04,1.794750500000000102e+03,1.687698000000000000e+12
3.067649000000000160e+04,3.072727000000000044e+04,3.053000000000000000e+04,3.055181999999999971e+04,1.501244899999999916e+03,1.687701600000000000e+12
